"REC_REF_KEY","MODEL_NUM_1","BRAND_NAME","EE_RATIO","COOL_CAP_KW","COOL_CAP_BTU","PROD_CLASS_LABEL_EN","PROD_CLASS_LABEL_FR","HEAT_ELEMENT_LABEL_EN","HEAT_ELEMENT_LABEL_FR","VOLTAGE_LABEL_EN","VOLTAGE_LABEL_FR","ENERGUIDE_LABEL_EN","ENERGUIDE_LABEL_FR","REVERSE_CYCLES_LABEL_EN","REVERSE_CYCLES_LABEL_FR","AMPS"
191442,"SCA09LS","Wallmate",8.7,2.723,9300,"non-louvered","appareils à évents sans lame","no electric heating elements","sans éléments électriques de chauffage","120","120","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",10
220965,"13-04514","Gree",9.7,1.523,5200,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",4.7
827371,"13-04596","ForestAir",10.5,2.401,8200,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",5.2
827372,"13-04597","ForestAir",9.8,2.928,10000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",9.5
827376,"13-04547","Fellini",10.7,1.757,6000,"louvered","appareils à évents lame","with electric heating elements","dotée d'éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",4.9
827378,"13-04531","Fellini",10.8,2.928,10000,"louvered","appareils à évents lame","with electric heating elements","dotée d'éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",3.6
1402316,"13-04593","ForestAir",10.8,2.987,10200,"casement-slider","fenêtres à battants ou coulissante","no electric heating elements","sans éléments électriques de chauffage","120","120","casement-slider","à battants ou coulissante","without a reverse cycle","sans cycle réversible",8.6
1664681,"13-04588","ForestAir",9.7,1.523,5200,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",4.9
1664683,"13-04590","ForestAir",10.7,1.815,6200,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",5.3
1664684,"13-04591","ForestAir",9.8,2.342,8000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",5.5
1664685,"13-04592","ForestAir",10.8,2.401,8200,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",7.1
1664686,"13-04594","ForestAir",10.8,3.514,12000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",10.1
1664687,"13-04595","ForestAir",10.7,4.392,15000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",12.5
1664688,"13-04618","Fellini",9.7,1.523,5200,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",5
2168296,"CWH08A","Commercial Cool",9.7,2.284,7800,"louvered","appareils à évents lame","with electric heating elements","dotée d'éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",7
2168299,"CWH24A","Commercial Cool",8.5,6.969,23800,"louvered","appareils à évents lame","with electric heating elements","dotée d'éléments électriques de chauffage","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",11.6
2191679,"DAC12010E","Danby",10.8,3.514,12000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",10.2
2346156,"CP06F10","Friedrich",10.7,1.757,6000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",5.1
2346158,"CP10F10","Friedrich",10.8,2.928,10000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",8.5
2346159,"CP12F10","Friedrich",10.8,3.514,12000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",10.2
2346450,"WY12C33","Friedrich",8.6,3.514,12000,"non-louvered","appareils à évents sans lame","with electric heating elements","dotée d'éléments électriques de chauffage","240","240","non-louvred with reverse cycle","sans lames et avec cycle réversible","with a reverse cycle","à cycle réversible",6.1
2526096,"UE08C13","Friedrich",9.6,2.342,8000,"non-louvered","appareils à évents sans lame","with electric heating elements","dotée d'éléments électriques de chauffage","120","120","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",7.5
2526097,"UE10C33","Friedrich",9.4,2.928,10000,"non-louvered","appareils à évents sans lame","with electric heating elements","dotée d'éléments électriques de chauffage","240","240","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",4.7
2526098,"UE12C33","Friedrich",9.4,3.367,11500,"non-louvered","appareils à évents sans lame","with electric heating elements","dotée d'éléments électriques de chauffage","240","240","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",5.6
2526099,"US08C10","Friedrich",9.6,2.342,8000,"non-louvered","appareils à évents sans lame","no electric heating elements","sans éléments électriques de chauffage","120","120","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",7.5
2526101,"US10C30","Friedrich",9.4,2.928,10000,"non-louvered","appareils à évents sans lame","no electric heating elements","sans éléments électriques de chauffage","240","240","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",4.7
2526103,"US12C30","Friedrich",9.4,3.367,11500,"non-louvered","appareils à évents sans lame","no electric heating elements","sans éléments électriques de chauffage","240","240","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",5.6
2526104,"US14C30","Friedrich",8.5,3.807,13000,"non-louvered","appareils à évents sans lame","no electric heating elements","sans éléments électriques de chauffage","240","240","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",7
3569739,"AMA05KF","Amana Heating and Air Conditioning",9.7,1.464,5000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",4.6
3569740,"ACB06KE","Amana Heating and Air Conditioning",10.7,1.757,6000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",5.5
3569741,"ACB08KE","Amana Heating and Air Conditioning",10.8,2.284,7800,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",6.7
3569742,"ACD10KE","Amana Heating and Air Conditioning",10.8,2.928,10000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",8.5
3569744,"ACS12KE","Amana Heating and Air Conditioning",10.8,3.514,12000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",10.5
3569745,"ACD12KE","Amana Heating and Air Conditioning",10.8,3.514,12000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",10.5
3569747,"ACE15KE","Amana Heating and Air Conditioning",10.7,4.246,14500,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",11.8
3569748,"ACE18KE","Amana Heating and Air Conditioning",10.7,5.271,18000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",7.6
3569749,"ACE24KE","Amana Heating and Air Conditioning",9.4,7.027,24000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",12.5
3569755,"HTWR08XCK","Haier",10,2.342,8000,"non-louvered","appareils à évents sans lame","no electric heating elements","sans éléments électriques de chauffage","120","120","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",6.8
3569756,"HTWR10VCK","Haier",9,2.928,10000,"non-louvered","appareils à évents sans lame","no electric heating elements","sans éléments électriques de chauffage","240","240","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",5.4
3569757,"HTWR10XCK","Haier",9,2.928,10000,"non-louvered","appareils à évents sans lame","no electric heating elements","sans éléments électriques de chauffage","120","120","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",9.6
3569758,"HTWR12VCK","Haier",9,3.514,12000,"non-louvered","appareils à évents sans lame","no electric heating elements","sans éléments électriques de chauffage","240","240","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",5.6
3569759,"HTWR12XCK","Haier",9,3.397,11600,"non-louvered","appareils à évents sans lame","no electric heating elements","sans éléments électriques de chauffage","120","120","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",11
3569761,"HWF05XCK","Haier",9.7,1.464,5000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",4.6
3569762,"HWF05XCK-L","Haier",9.7,1.464,5000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",4.6
3569763,"HWF05XCK-T","Haier",9.7,1.464,5000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",4.6
3569764,"HWF05XCK-E","Haier",9.7,1.464,5000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",4.6
3569768,"ESA406K","Haier",10.7,1.757,6000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",5.5
3569769,"ESA406K-L","Haier",10.7,1.757,6000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",5.5
3569770,"ESA406K-T","Haier",10.7,1.757,6000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",5.5
3569771,"ESA408K","Haier",10.8,2.342,8000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",6.7
3569772,"ESA408K-L","Haier",10.8,2.342,8000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",6.7
3569773,"ESA408K-T","Haier",10.8,2.342,8000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",6.7
3569774,"ESA408K-E","Haier",10.8,2.342,8000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",6.7
3569775,"ESA410K","Haier",10.8,2.928,10000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",8.5
3569776,"ESA410K-L","Haier",10.8,2.928,10000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",8.5
3569777,"ESA410K-T","Haier",10.8,2.928,10000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",8.5
3569778,"ESA410K-E","Haier",10.8,2.928,10000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",8.5
3569779,"ESA412K","Haier",10.8,3.514,12000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",10
3569780,"ESA412K-L","Haier",10.8,3.514,12000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",10
3569781,"ESA415K","Haier",10.7,4.246,14500,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",11.8
3569782,"ESA418K","Haier",10.7,5.271,18000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",7.4
3569783,"ESA418K-L","Haier",10.7,5.271,18000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",7.4
3569784,"ESA424K","Haier",9.4,7.027,24000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",11.1
3569785,"ESA424K-L","Haier",9.4,7.027,24000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",11.1
3569786,"HWVR10XCK","Haier",9.5,2.87,9800,"casement-slider","fenêtres à battants ou coulissante","no electric heating elements","sans éléments électriques de chauffage","120","120","casement-slider","à battants ou coulissante","without a reverse cycle","sans cycle réversible",9.6
3661485,"RAH-123G","Comfort-Aire",9.2,3.397,11600,"louvered","appareils à évents lame","with electric heating elements","dotée d'éléments électriques de chauffage","240","240","louvred with reverse cycle","à lames et avec cycle réversible","with a reverse cycle","à cycle réversible",5.5
3661494,"REG-81H","Comfort-Aire",9.8,2.342,8000,"louvered","appareils à évents lame","with electric heating elements","dotée d'éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",7.4
3663841,"DAC5211M","Danby",10.7,1.523,5200,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",4.5
3663842,"DAC6011E","Danby",10.7,1.757,6000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",5.4
3663843,"DAC8011E","Danby",10.8,2.342,8000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",7
3663844,"DAC10011E","Danby",10.8,2.928,10000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",8.8
4537229,"GJC05BJ-A3RNB2A","Gree",9.7,1.464,5000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",4.9
4537230,"GJC06BK-A3RNB4B","Gree",10.7,1.845,6300,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",5.3
4537231,"GJC08BK-A3RNB4B","Gree",10.8,2.342,8000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",7.1
4537232,"GJC10BL-A3RNB5B","Gree",10.8,2.928,10000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",12.5
4537233,"GJCR12BBNA1A3A","Gree",10.8,3.514,12000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",10.5
4537893,"GAC12AA-A3RNA2A","Manuflow",9.4,3.455,11800,"non-louvered","appareils à évents sans lame","-","-","120","120","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",15
4537894,"GAE12AA-D3RNA2A","Manuflow",9.8,3.455,11800,"non-louvered","appareils à évents sans lame","-","-","240","240","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",20
4872954,"CP05G10","Friedrich",10.7,1.596,5450,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",4.8
4872955,"CP06G10","Friedrich",10.7,1.757,6000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",5.1
4872956,"CP08G10","Friedrich",10.8,2.284,7800,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",6.8
4872957,"CP10G10","Friedrich",10.8,2.928,10000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",8.5
4872958,"CP12G10","Friedrich",10.8,3.514,12000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",10.2
4872959,"CP15G10","Friedrich",10.7,4.392,15000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",12.9
4872960,"CP18G30","Friedrich",10.7,5.271,18000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",7.6
4872961,"CP24G30","Friedrich",9.4,6.881,23500,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",11.4
4872962,"EP12G33","Friedrich",9.8,3.514,12000,"louvered","appareils à évents lame","with electric heating elements","dotée d'éléments électriques de chauffage","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",5.5
4872963,"EP18G33","Friedrich",9.7,5.271,18000,"louvered","appareils à évents lame","with electric heating elements","dotée d'éléments électriques de chauffage","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",8.3
4872964,"EP24G33","Friedrich",8.5,6.881,23500,"louvered","appareils à évents lame","with electric heating elements","dotée d'éléments électriques de chauffage","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",12.2
4872965,"US08D10","Friedrich",9.6,2.342,8000,"non-louvered","appareils à évents sans lame","no electric heating elements","sans éléments électriques de chauffage","120","120","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",7.5
4872966,"US10D10","Friedrich",9.4,2.87,9800,"non-louvered","appareils à évents sans lame","no electric heating elements","sans éléments électriques de chauffage","120","120","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",9.6
4872967,"US10D30","Friedrich",9.4,2.928,10000,"non-louvered","appareils à évents sans lame","no electric heating elements","sans éléments électriques de chauffage","240","240","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",4.7
4872968,"US12D10","Friedrich",9.4,3.367,11500,"non-louvered","appareils à évents sans lame","no electric heating elements","sans éléments électriques de chauffage","120","120","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",11.2
4872969,"US12D30","Friedrich",9.4,3.367,11500,"non-louvered","appareils à évents sans lame","no electric heating elements","sans éléments électriques de chauffage","240","240","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",5.6
4872970,"US14D30","Friedrich",8.5,3.807,13000,"non-louvered","appareils à évents sans lame","no electric heating elements","sans éléments électriques de chauffage","240","240","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",7
4872971,"UE08D11","Friedrich",9.6,2.342,8000,"non-louvered","appareils à évents sans lame","with electric heating elements","dotée d'éléments électriques de chauffage","120","120","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",7.5
4872972,"UE10D33","Friedrich",9.4,2.928,10000,"non-louvered","appareils à évents sans lame","with electric heating elements","dotée d'éléments électriques de chauffage","240","240","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",4.7
4872973,"UE12D33","Friedrich",9.4,3.367,11500,"non-louvered","appareils à évents sans lame","with electric heating elements","dotée d'éléments électriques de chauffage","240","240","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",5.6
4872978,"GJC05BJ-A3MND1A","Gree",9.7,1.464,5000,"louvered","appareils à évents lame","-","-","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",
4872979,"GJC06BK-A3RND2B","Gree",10.7,1.874,6400,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",
4872980,"GJC08BK-A3RND2B","Gree",10.8,2.342,8000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",
4872981,"GJC10BL-A3RND2B","Gree",10.8,2.972,10150,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",
4872982,"GJC12BL-A3RND2B","Gree",10.8,3.514,12000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",
4872983,"GJC15BM-A3RND2B","Gree",10.7,4.392,15000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",
4872984,"GJC08CI-A3RNA5A","Gree",10.5,2.342,8000,"casement-slider","fenêtres à battants ou coulissante","no electric heating elements","sans éléments électriques de chauffage","120","120","casement-slider","à battants ou coulissante","without a reverse cycle","sans cycle réversible",
4872985,"GJC10CI-A3RNA5A","Gree",9.5,2.928,10000,"casement-slider","fenêtres à battants ou coulissante","-","-","120","120","casement-slider","à battants ou coulissante","without a reverse cycle","sans cycle réversible",
4872986,"GJC12CI-A3RNA5A","Gree",9.5,3.514,12000,"casement-slider","fenêtres à battants ou coulissante","-","-","120","120","casement-slider","à battants ou coulissante","without a reverse cycle","sans cycle réversible",
4872987,"043-5488-8","Garrison",11.2,1.772,6050,"casement-slider","fenêtres à battants ou coulissante","-","-","120","120","casement-slider","à battants ou coulissante","without a reverse cycle","sans cycle réversible",
5098939,"MWK-05CMN1-BI7","Koolking",9.7,1.464,5000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",
5098952,"MWL-10CRN1-BI5","Uberhaus",9.5,2.928,10000,"casement-slider","fenêtres à battants ou coulissante","no electric heating elements","sans éléments électriques de chauffage","120","120","casement-slider","à battants ou coulissante","without a reverse cycle","sans cycle réversible",
5098962,"CWH12B","Commercial Cool",9.8,3.514,12000,"louvered","appareils à évents lame","with electric heating elements","dotée d'éléments électriques de chauffage","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",5.4
5098963,"CWH18B","Commercial Cool",9.7,5.271,18000,"louvered","appareils à évents lame","with electric heating elements","dotée d'éléments électriques de chauffage","240","240","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",8.2
5098964,"ESA405L","Haier",10.7,1.523,5200,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",4.5
5098965,"HWF05XCL","Haier",9.7,1.464,5000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",4.5
5098966,"HWF05XCL-L","Haier",9.7,1.464,5000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",4.5
5098967,"HWR05XCL","Haier",9.7,1.464,5000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",4.5
5098968,"HWR05XCL-L","Haier",9.7,1.464,5000,"louvered","appareils à évents lame","no electric heating elements","sans éléments électriques de chauffage","120","120","louvred without reverse cycle","à lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",4.5
5098987,"BG-101J","Comfort-Aire",9.4,2.928,10000,"non-louvered","appareils à évents sans lame","no electric heating elements","sans éléments électriques de chauffage","120","120","non-louvred without reverse cycle","sans lames et sans cycle réversible","without a reverse cycle","sans cycle réversible",9.8
