Filename / Nom du fichier,Product Name English / Nom du produit - anglais,Product Name French / Nom du produit - français,Structure Change / Modification - structure,Data Change / Modification - données
010_Data_Données.csv,"Air conditioners, room",Climatiseurs individuels,2016-02-05,2017-02-01
