"REF_DATE","GEO","DGUID","Air conditioners","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2013","Barrie, Ontario","2011S0503568","Central air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709729","36.3","89","","","","0"
"2013","Barrie, Ontario","2011S0503568","Stand-alone air conditioner, as a percentage of all households","Percent","239","units ","0","v95709730","36.4","","F","","","0"
"2013","Barrie, Ontario","2011S0503568","Stand-alone air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709731","36.5","","F","","","0"
"2013","Greater Sudbury, Ontario","2011S0503580","Any type of air conditioner, as a percentage of all households","Percent","239","units ","0","v95709732","37.1","57","","","","0"
"2013","Greater Sudbury, Ontario","2011S0503580","Central air conditioner, as a percentage of all households","Percent","239","units ","0","v95709733","37.2","37","","","","0"
"2013","Greater Sudbury, Ontario","2011S0503580","Central air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709734","37.3","64","","","","0"
"2013","Greater Sudbury, Ontario","2011S0503580","Stand-alone air conditioner, as a percentage of all households","Percent","239","units ","0","v95709735","37.4","21","E","","","0"
"2013","Greater Sudbury, Ontario","2011S0503580","Stand-alone air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709736","37.5","36","E","","","0"
"2013","Thunder Bay, Ontario","2011S0503595","Any type of air conditioner, as a percentage of all households","Percent","239","units ","0","v95709737","38.1","47","","","","0"
"2013","Thunder Bay, Ontario","2011S0503595","Central air conditioner, as a percentage of all households","Percent","239","units ","0","v95709738","38.2","35","","","","0"
"2013","Thunder Bay, Ontario","2011S0503595","Central air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709739","38.3","74","","","","0"
"2013","Thunder Bay, Ontario","2011S0503595","Stand-alone air conditioner, as a percentage of all households","Percent","239","units ","0","v95709740","38.4","12","E","","","0"
"2013","Thunder Bay, Ontario","2011S0503595","Stand-alone air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709741","38.5","26","E","","","0"
"2013","Winnipeg, Manitoba","2011S0503602","Any type of air conditioner, as a percentage of all households","Percent","239","units ","0","v95709742","39.1","84","","","","0"
"2013","Winnipeg, Manitoba","2011S0503602","Central air conditioner, as a percentage of all households","Percent","239","units ","0","v95709743","39.2","66","","","","0"
"2013","Winnipeg, Manitoba","2011S0503602","Central air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709744","39.3","79","","","","0"
"2013","Winnipeg, Manitoba","2011S0503602","Stand-alone air conditioner, as a percentage of all households","Percent","239","units ","0","v95709745","39.4","18","E","","","0"
"2013","Winnipeg, Manitoba","2011S0503602","Stand-alone air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709746","39.5","21","E","","","0"
"2013","Regina, Saskatchewan","2011S0503705","Any type of air conditioner, as a percentage of all households","Percent","239","units ","0","v95709747","40.1","85","","","","0"
"2013","Regina, Saskatchewan","2011S0503705","Central air conditioner, as a percentage of all households","Percent","239","units ","0","v95709748","40.2","65","","","","0"
"2013","Regina, Saskatchewan","2011S0503705","Central air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709749","40.3","77","","","","0"
"2013","Regina, Saskatchewan","2011S0503705","Stand-alone air conditioner, as a percentage of all households","Percent","239","units ","0","v95709750","40.4","","F","","","0"
"2013","Regina, Saskatchewan","2011S0503705","Stand-alone air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709751","40.5","23","E","","","0"
"2013","Saskatoon, Saskatchewan","2011S0503725","Any type of air conditioner, as a percentage of all households","Percent","239","units ","0","v95709752","41.1","63","","","","0"
"2013","Saskatoon, Saskatchewan","2011S0503725","Central air conditioner, as a percentage of all households","Percent","239","units ","0","v95709753","41.2","48","","","","0"
"2013","Saskatoon, Saskatchewan","2011S0503725","Central air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709754","41.3","76","","","","0"
"2013","Saskatoon, Saskatchewan","2011S0503725","Stand-alone air conditioner, as a percentage of all households","Percent","239","units ","0","v95709755","41.4","15","E","","","0"
"2013","Saskatoon, Saskatchewan","2011S0503725","Stand-alone air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709756","41.5","24","E","","","0"
"2013","Calgary, Alberta","2011S0503825","Any type of air conditioner, as a percentage of all households","Percent","239","units ","0","v95709757","42.1","19","E","","","0"
"2013","Calgary, Alberta","2011S0503825","Central air conditioner, as a percentage of all households","Percent","239","units ","0","v95709758","42.2","14","E","","","0"
"2013","Calgary, Alberta","2011S0503825","Central air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709759","42.3","77","","","","0"
"2013","Calgary, Alberta","2011S0503825","Stand-alone air conditioner, as a percentage of all households","Percent","239","units ","0","v95709760","42.4","","F","","","0"
"2013","Calgary, Alberta","2011S0503825","Stand-alone air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709761","42.5","22","E","","","0"
"2013","Edmonton, Alberta","2011S0503835","Any type of air conditioner, as a percentage of all households","Percent","239","units ","0","v95709762","43.1","29","","","","0"
"2013","Edmonton, Alberta","2011S0503835","Central air conditioner, as a percentage of all households","Percent","239","units ","0","v95709763","43.2","25","","","","0"
"2013","Edmonton, Alberta","2011S0503835","Central air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709764","43.3","86","","","","0"
"2013","Edmonton, Alberta","2011S0503835","Stand-alone air conditioner, as a percentage of all households","Percent","239","units ","0","v95709765","43.4","4","E","","","0"
"2013","Edmonton, Alberta","2011S0503835","Stand-alone air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709766","43.5","","F","","","0"
"2013","Kelowna, British Columbia","2011S0503915","Any type of air conditioner, as a percentage of all households","Percent","239","units ","0","v95709767","44.1","80","","","","0"
"2013","Kelowna, British Columbia","2011S0503915","Central air conditioner, as a percentage of all households","Percent","239","units ","0","v95709768","44.2","57","E","","","0"
"2013","Kelowna, British Columbia","2011S0503915","Central air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709769","44.3","72","","","","0"
"2013","Kelowna, British Columbia","2011S0503915","Stand-alone air conditioner, as a percentage of all households","Percent","239","units ","0","v95709770","44.4","","F","","","0"
"2013","Kelowna, British Columbia","2011S0503915","Stand-alone air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709771","44.5","","F","","","0"
"2013","Abbotsford-Mission, British Columbia","2011S0503932","Any type of air conditioner, as a percentage of all households","Percent","239","units ","0","v95709772","45.1","22","E","","","0"
"2013","Abbotsford-Mission, British Columbia","2011S0503932","Central air conditioner, as a percentage of all households","Percent","239","units ","0","v95709773","45.2","","F","","","0"
"2013","Abbotsford-Mission, British Columbia","2011S0503932","Central air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709774","45.3","","F","","","0"
"2013","Abbotsford-Mission, British Columbia","2011S0503932","Stand-alone air conditioner, as a percentage of all households","Percent","239","units ","0","v95709775","45.4","","F","","","0"
"2013","Abbotsford-Mission, British Columbia","2011S0503932","Stand-alone air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709776","45.5","","F","","","0"
"2013","Vancouver, British Columbia","2011S0503933","Any type of air conditioner, as a percentage of all households","Percent","239","units ","0","v95709777","46.1","13","","","","0"
"2013","Vancouver, British Columbia","2011S0503933","Central air conditioner, as a percentage of all households","Percent","239","units ","0","v95709778","46.2","5","E","","","0"
"2013","Vancouver, British Columbia","2011S0503933","Central air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709779","46.3","37","E","","","0"
"2013","Vancouver, British Columbia","2011S0503933","Stand-alone air conditioner, as a percentage of all households","Percent","239","units ","0","v95709780","46.4","7","E","","","0"
"2013","Vancouver, British Columbia","2011S0503933","Stand-alone air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709781","46.5","60","","","","0"
"2013","Victoria, British Columbia","2011S0503935","Any type of air conditioner, as a percentage of all households","Percent","239","units ","0","v95709782","47.1","","F","","","0"
"2013","Victoria, British Columbia","2011S0503935","Central air conditioner, as a percentage of all households","Percent","239","units ","0","v95709783","47.2","","F","","","0"
"2013","Victoria, British Columbia","2011S0503935","Central air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709784","47.3","","F","","","0"
"2013","Victoria, British Columbia","2011S0503935","Stand-alone air conditioner, as a percentage of all households","Percent","239","units ","0","v95709785","47.4","","F","","","0"
"2013","Victoria, British Columbia","2011S0503935","Stand-alone air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709786","47.5","","F","","","0"
"2013","Non-census metropolitan areas","","Any type of air conditioner, as a percentage of all households","Percent","239","units ","0","v95709787","48.1","45","","","","0"
"2013","Non-census metropolitan areas","","Central air conditioner, as a percentage of all households","Percent","239","units ","0","v95709788","48.2","24","","","","0"
"2013","Non-census metropolitan areas","","Central air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709789","48.3","55","","","","0"
"2013","Non-census metropolitan areas","","Stand-alone air conditioner, as a percentage of all households","Percent","239","units ","0","v95709790","48.4","20","","","","0"
"2013","Non-census metropolitan areas","","Stand-alone air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709791","48.5","45","","","","0"
"2015","Canada","2016A000011124","Any type of air conditioner, as a percentage of all households","Percent","239","units ","0","v95709552","1.1","57","","","","0"
"2015","Canada","2016A000011124","Central air conditioner, as a percentage of all households","Percent","239","units ","0","v95709553","1.2","39","","","","0"
"2015","Canada","2016A000011124","Central air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709554","1.3","69","","","","0"
"2015","Canada","2016A000011124","Stand-alone air conditioner, as a percentage of all households","Percent","239","units ","0","v95709555","1.4","18","","","","0"
"2015","Canada","2016A000011124","Stand-alone air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709556","1.5","31","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Any type of air conditioner, as a percentage of all households","Percent","239","units ","0","v95709557","2.1","9","E","","","0"
"2015","Newfoundland and Labrador","2016A000210","Central air conditioner, as a percentage of all households","Percent","239","units ","0","v95709558","2.2","","F","","","0"
"2015","Newfoundland and Labrador","2016A000210","Central air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709559","2.3","","F","","","0"
"2015","Newfoundland and Labrador","2016A000210","Stand-alone air conditioner, as a percentage of all households","Percent","239","units ","0","v95709560","2.4","6","E","","","0"
"2015","Newfoundland and Labrador","2016A000210","Stand-alone air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709561","2.5","74","","","","0"
"2015","Prince Edward Island","2016A000211","Any type of air conditioner, as a percentage of all households","Percent","239","units ","0","v95709562","3.1","32","","","","0"
"2015","Prince Edward Island","2016A000211","Central air conditioner, as a percentage of all households","Percent","239","units ","0","v95709563","3.2","10","E","","","0"
"2015","Prince Edward Island","2016A000211","Central air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709564","3.3","32","E","","","0"
"2015","Prince Edward Island","2016A000211","Stand-alone air conditioner, as a percentage of all households","Percent","239","units ","0","v95709565","3.4","20","","","","0"
"2015","Prince Edward Island","2016A000211","Stand-alone air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709566","3.5","64","","","","0"
"2015","Nova Scotia","2016A000212","Any type of air conditioner, as a percentage of all households","Percent","239","units ","0","v95709567","4.1","32","","","","0"
"2015","Nova Scotia","2016A000212","Central air conditioner, as a percentage of all households","Percent","239","units ","0","v95709568","4.2","11","","","","0"
"2015","Nova Scotia","2016A000212","Central air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709569","4.3","35","","","","0"
"2015","Nova Scotia","2016A000212","Stand-alone air conditioner, as a percentage of all households","Percent","239","units ","0","v95709570","4.4","20","","","","0"
"2015","Nova Scotia","2016A000212","Stand-alone air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709571","4.5","65","","","","0"
"2015","New Brunswick","2016A000213","Any type of air conditioner, as a percentage of all households","Percent","239","units ","0","v95709572","5.1","41","","","","0"
"2015","New Brunswick","2016A000213","Central air conditioner, as a percentage of all households","Percent","239","units ","0","v95709573","5.2","19","","","","0"
"2015","New Brunswick","2016A000213","Central air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709574","5.3","45","","","","0"
"2015","New Brunswick","2016A000213","Stand-alone air conditioner, as a percentage of all households","Percent","239","units ","0","v95709575","5.4","22","","","","0"
"2015","New Brunswick","2016A000213","Stand-alone air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709576","5.5","54","","","","0"
"2015","Quebec","2016A000224","Any type of air conditioner, as a percentage of all households","Percent","239","units ","0","v95709577","6.1","53","","","","0"
"2015","Quebec","2016A000224","Central air conditioner, as a percentage of all households","Percent","239","units ","0","v95709578","6.2","23","","","","0"
"2015","Quebec","2016A000224","Central air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709579","6.3","43","","","","0"
"2015","Quebec","2016A000224","Stand-alone air conditioner, as a percentage of all households","Percent","239","units ","0","v95709580","6.4","30","","","","0"
"2015","Quebec","2016A000224","Stand-alone air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709581","6.5","56","","","","0"
"2015","Ontario","2016A000235","Any type of air conditioner, as a percentage of all households","Percent","239","units ","0","v95709582","7.1","83","","","","0"
"2015","Ontario","2016A000235","Central air conditioner, as a percentage of all households","Percent","239","units ","0","v95709583","7.2","69","","","","0"
"2015","Ontario","2016A000235","Central air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709584","7.3","83","","","","0"
"2015","Ontario","2016A000235","Stand-alone air conditioner, as a percentage of all households","Percent","239","units ","0","v95709585","7.4","14","","","","0"
"2015","Ontario","2016A000235","Stand-alone air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709586","7.5","17","","","","0"
"2015","Manitoba","2016A000246","Any type of air conditioner, as a percentage of all households","Percent","239","units ","0","v95709587","8.1","81","","","","0"
"2015","Manitoba","2016A000246","Central air conditioner, as a percentage of all households","Percent","239","units ","0","v95709588","8.2","61","","","","0"
"2015","Manitoba","2016A000246","Central air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709589","8.3","76","","","","0"
"2015","Manitoba","2016A000246","Stand-alone air conditioner, as a percentage of all households","Percent","239","units ","0","v95709590","8.4","21","","","","0"
"2015","Manitoba","2016A000246","Stand-alone air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709591","8.5","26","","","","0"
"2015","Saskatchewan","2016A000247","Any type of air conditioner, as a percentage of all households","Percent","239","units ","0","v95709592","9.1","63","","","","0"
"2015","Saskatchewan","2016A000247","Central air conditioner, as a percentage of all households","Percent","239","units ","0","v95709593","9.2","48","","","","0"
"2015","Saskatchewan","2016A000247","Central air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709594","9.3","75","","","","0"
"2015","Saskatchewan","2016A000247","Stand-alone air conditioner, as a percentage of all households","Percent","239","units ","0","v95709595","9.4","16","","","","0"
"2015","Saskatchewan","2016A000247","Stand-alone air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709596","9.5","25","","","","0"
"2015","Alberta","2016A000248","Any type of air conditioner, as a percentage of all households","Percent","239","units ","0","v95709597","10.1","25","","","","0"
"2015","Alberta","2016A000248","Central air conditioner, as a percentage of all households","Percent","239","units ","0","v95709598","10.2","18","","","","0"
"2015","Alberta","2016A000248","Central air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709599","10.3","73","","","","0"
"2015","Alberta","2016A000248","Stand-alone air conditioner, as a percentage of all households","Percent","239","units ","0","v95709600","10.4","7","","","","0"
"2015","Alberta","2016A000248","Stand-alone air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709601","10.5","27","","","","0"
"2015","British Columbia","2016A000259","Any type of air conditioner, as a percentage of all households","Percent","239","units ","0","v95709602","11.1","25","","","","0"
"2015","British Columbia","2016A000259","Central air conditioner, as a percentage of all households","Percent","239","units ","0","v95709603","11.2","11","","","","0"
"2015","British Columbia","2016A000259","Central air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709604","11.3","45","","","","0"
"2015","British Columbia","2016A000259","Stand-alone air conditioner, as a percentage of all households","Percent","239","units ","0","v95709605","11.4","14","","","","0"
"2015","British Columbia","2016A000259","Stand-alone air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709606","11.5","54","","","","0"
"2015","Total census metropolitan areas","","Any type of air conditioner, as a percentage of all households","Percent","239","units ","0","v95709607","12.1","60","","","","0"
"2015","Total census metropolitan areas","","Central air conditioner, as a percentage of all households","Percent","239","units ","0","v95709608","12.2","42","","","","0"
"2015","Total census metropolitan areas","","Central air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709609","12.3","70","","","","0"
"2015","Total census metropolitan areas","","Stand-alone air conditioner, as a percentage of all households","Percent","239","units ","0","v95709610","12.4","18","","","","0"
"2015","Total census metropolitan areas","","Stand-alone air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709611","12.5","30","","","","0"
"2015","St. John's, Newfoundland and Labrador","2011S0503001","Any type of air conditioner, as a percentage of all households","Percent","239","units ","0","v95709612","13.1","","F","","","0"
"2015","St. John's, Newfoundland and Labrador","2011S0503001","Central air conditioner, as a percentage of all households","Percent","239","units ","0","v95709613","13.2","","F","","","0"
"2015","St. John's, Newfoundland and Labrador","2011S0503001","Central air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709614","13.3","","F","","","0"
"2015","St. John's, Newfoundland and Labrador","2011S0503001","Stand-alone air conditioner, as a percentage of all households","Percent","239","units ","0","v95709615","13.4","","F","","","0"
"2015","St. John's, Newfoundland and Labrador","2011S0503001","Stand-alone air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709616","13.5","","F","","","0"
"2015","Halifax, Nova Scotia","2011S0503205","Any type of air conditioner, as a percentage of all households","Percent","239","units ","0","v95709617","14.1","29","E","","","0"
"2015","Halifax, Nova Scotia","2011S0503205","Central air conditioner, as a percentage of all households","Percent","239","units ","0","v95709618","14.2","11","E","","","0"
"2015","Halifax, Nova Scotia","2011S0503205","Central air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709619","14.3","37","E","","","0"
"2015","Halifax, Nova Scotia","2011S0503205","Stand-alone air conditioner, as a percentage of all households","Percent","239","units ","0","v95709620","14.4","18","E","","","0"
"2015","Halifax, Nova Scotia","2011S0503205","Stand-alone air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709621","14.5","63","","","","0"
"2015","Moncton, New Brunswick","2011S0503305","Any type of air conditioner, as a percentage of all households","Percent","239","units ","0","v95709622","15.1","48","","","","0"
"2015","Moncton, New Brunswick","2011S0503305","Central air conditioner, as a percentage of all households","Percent","239","units ","0","v95709623","15.2","27","E","","","0"
"2015","Moncton, New Brunswick","2011S0503305","Central air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709624","15.3","56","E","","","0"
"2015","Moncton, New Brunswick","2011S0503305","Stand-alone air conditioner, as a percentage of all households","Percent","239","units ","0","v95709625","15.4","22","E","","","0"
"2015","Moncton, New Brunswick","2011S0503305","Stand-alone air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709626","15.5","44","E","","","0"
"2015","Saint John, New Brunswick","2011S0503310","Any type of air conditioner, as a percentage of all households","Percent","239","units ","0","v95709627","16.1","19","E","","","0"
"2015","Saint John, New Brunswick","2011S0503310","Central air conditioner, as a percentage of all households","Percent","239","units ","0","v95709628","16.2","","F","","","0"
"2015","Saint John, New Brunswick","2011S0503310","Central air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709629","16.3","","F","","","0"
"2015","Saint John, New Brunswick","2011S0503310","Stand-alone air conditioner, as a percentage of all households","Percent","239","units ","0","v95709630","16.4","","F","","","0"
"2015","Saint John, New Brunswick","2011S0503310","Stand-alone air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709631","16.5","","F","","","0"
"2015","Saguenay, Quebec","2011S0503408","Any type of air conditioner, as a percentage of all households","Percent","239","units ","0","v95709632","17.1","30","E","","","0"
"2015","Saguenay, Quebec","2011S0503408","Central air conditioner, as a percentage of all households","Percent","239","units ","0","v95709633","17.2","","F","","","0"
"2015","Saguenay, Quebec","2011S0503408","Central air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709634","17.3","28","E","","","0"
"2015","Saguenay, Quebec","2011S0503408","Stand-alone air conditioner, as a percentage of all households","Percent","239","units ","0","v95709635","17.4","21","E","","","0"
"2015","Saguenay, Quebec","2011S0503408","Stand-alone air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709636","17.5","72","","","","0"
"2015","Québec, Quebec","2011S0503421","Any type of air conditioner, as a percentage of all households","Percent","239","units ","0","v95709637","18.1","40","","","","0"
"2015","Québec, Quebec","2011S0503421","Central air conditioner, as a percentage of all households","Percent","239","units ","0","v95709638","18.2","13","","","","0"
"2015","Québec, Quebec","2011S0503421","Central air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709639","18.3","32","","","","0"
"2015","Québec, Quebec","2011S0503421","Stand-alone air conditioner, as a percentage of all households","Percent","239","units ","0","v95709640","18.4","27","","","","0"
"2015","Québec, Quebec","2011S0503421","Stand-alone air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709641","18.5","67","","","","0"
"2015","Sherbrooke, Quebec","2011S0503433","Any type of air conditioner, as a percentage of all households","Percent","239","units ","0","v95709642","19.1","47","","","","0"
"2015","Sherbrooke, Quebec","2011S0503433","Central air conditioner, as a percentage of all households","Percent","239","units ","0","v95709643","19.2","20","E","","","0"
"2015","Sherbrooke, Quebec","2011S0503433","Central air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709644","19.3","42","E","","","0"
"2015","Sherbrooke, Quebec","2011S0503433","Stand-alone air conditioner, as a percentage of all households","Percent","239","units ","0","v95709645","19.4","28","","","","0"
"2015","Sherbrooke, Quebec","2011S0503433","Stand-alone air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709646","19.5","58","","","","0"
"2015","Trois-Rivières, Quebec","2011S0503442","Any type of air conditioner, as a percentage of all households","Percent","239","units ","0","v95709647","20.1","63","","","","0"
"2015","Trois-Rivières, Quebec","2011S0503442","Central air conditioner, as a percentage of all households","Percent","239","units ","0","v95709648","20.2","25","E","","","0"
"2015","Trois-Rivières, Quebec","2011S0503442","Central air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709649","20.3","40","E","","","0"
"2015","Trois-Rivières, Quebec","2011S0503442","Stand-alone air conditioner, as a percentage of all households","Percent","239","units ","0","v95709650","20.4","38","E","","","0"
"2015","Trois-Rivières, Quebec","2011S0503442","Stand-alone air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709651","20.5","60","","","","0"
"2015","Montréal, Quebec","2011S0503462","Any type of air conditioner, as a percentage of all households","Percent","239","units ","0","v95709652","21.1","65","","","","0"
"2015","Montréal, Quebec","2011S0503462","Central air conditioner, as a percentage of all households","Percent","239","units ","0","v95709653","21.2","28","","","","0"
"2015","Montréal, Quebec","2011S0503462","Central air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709654","21.3","43","","","","0"
"2015","Montréal, Quebec","2011S0503462","Stand-alone air conditioner, as a percentage of all households","Percent","239","units ","0","v95709655","21.4","37","","","","0"
"2015","Montréal, Quebec","2011S0503462","Stand-alone air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709656","21.5","56","","","","0"
"2015","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Any type of air conditioner, as a percentage of all households","Percent","239","units ","0","v95709657","22.1","82","","","","0"
"2015","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Central air conditioner, as a percentage of all households","Percent","239","units ","0","v95709658","22.2","63","","","","0"
"2015","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Central air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709659","22.3","77","","","","0"
"2015","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Stand-alone air conditioner, as a percentage of all households","Percent","239","units ","0","v95709660","22.4","19","E","","","0"
"2015","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Stand-alone air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709661","22.5","23","E","","","0"
"2015","Ottawa-Gatineau (Quebec part)","2011S050524505","Any type of air conditioner, as a percentage of all households","Percent","239","units ","0","v95709662","23.1","74","","","","0"
"2015","Ottawa-Gatineau (Quebec part)","2011S050524505","Central air conditioner, as a percentage of all households","Percent","239","units ","0","v95709663","23.2","44","","","","0"
"2015","Ottawa-Gatineau (Quebec part)","2011S050524505","Central air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709664","23.3","60","","","","0"
"2015","Ottawa-Gatineau (Quebec part)","2011S050524505","Stand-alone air conditioner, as a percentage of all households","Percent","239","units ","0","v95709665","23.4","28","","","","0"
"2015","Ottawa-Gatineau (Quebec part)","2011S050524505","Stand-alone air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709666","23.5","38","","","","0"
"2015","Ottawa-Gatineau (Ontario part)","2011S050535505","Any type of air conditioner, as a percentage of all households","Percent","239","units ","0","v95709667","24.1","87","","","","0"
"2015","Ottawa-Gatineau (Ontario part)","2011S050535505","Central air conditioner, as a percentage of all households","Percent","239","units ","0","v95709668","24.2","73","","","","0"
"2015","Ottawa-Gatineau (Ontario part)","2011S050535505","Central air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709669","24.3","84","","","","0"
"2015","Ottawa-Gatineau (Ontario part)","2011S050535505","Stand-alone air conditioner, as a percentage of all households","Percent","239","units ","0","v95709670","24.4","14","E","","","0"
"2015","Ottawa-Gatineau (Ontario part)","2011S050535505","Stand-alone air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709671","24.5","16","E","","","0"
"2015","Kingston, Ontario","2011S0503521","Any type of air conditioner, as a percentage of all households","Percent","239","units ","0","v95709672","25.1","86","","","","0"
"2015","Kingston, Ontario","2011S0503521","Central air conditioner, as a percentage of all households","Percent","239","units ","0","v95709673","25.2","68","","","","0"
"2015","Kingston, Ontario","2011S0503521","Central air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709674","25.3","79","","","","0"
"2015","Kingston, Ontario","2011S0503521","Stand-alone air conditioner, as a percentage of all households","Percent","239","units ","0","v95709675","25.4","19","E","","","0"
"2015","Kingston, Ontario","2011S0503521","Stand-alone air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709676","25.5","22","E","","","0"
"2015","Peterborough, Ontario","2011S0503529","Any type of air conditioner, as a percentage of all households","Percent","239","units ","0","v95709677","26.1","74","","","","0"
"2015","Peterborough, Ontario","2011S0503529","Central air conditioner, as a percentage of all households","Percent","239","units ","0","v95709678","26.2","58","","","","0"
"2015","Peterborough, Ontario","2011S0503529","Central air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709679","26.3","78","","","","0"
"2015","Peterborough, Ontario","2011S0503529","Stand-alone air conditioner, as a percentage of all households","Percent","239","units ","0","v95709680","26.4","20","","","","0"
"2015","Peterborough, Ontario","2011S0503529","Stand-alone air conditioner, as a percentage of households that had an air conditioner","Percent","239","units ","0","v95709681","26.5","27","E","","","0"
